No.,Title,Author,Genre,Language,archive_link,cover_url,download_url
1063,Kashmir's Transition to Islam: The Role of Muslim Rishis,M. Ishaq Khan,Religion & Philosophy,English,https://archive.org/details/burzahom-kashmir-in-transition-18851893,https://archive.org/services/img/burzahom-kashmir-in-transition-18851893,https://archive.org/download/burzahom-kashmir-in-transition-18851893/burzahom-kashmir-in-transition-18851893.pdf
1064,Kashmir Wildflowers,Unknown,Natural Sciences,English,,,
1065,Kashmir: Exposing the Myth Behind the Narrative,Unknown,Politics & Law,English,,,
1066,Kashmir 2019: News Behind the Barbed Wire,Unknown,Journalism & Media,English,,,
1067,Kashmir and Palestine: Archives of Coloniality and Solidarity,Unknown,Politics & Law,English,,,
1068,Kashmir and the Future of South Asia,"Sugata Bose, Ayesha Jalal",Politics & Law,English,,,
1069,Kashmir: An Historical Introduction,James P. Ferguson,History,English,,,
1070,"Kashmir Art, Architecture and Tourism","Suresh K. Sharma, Sr. Bakshi","Art, Culture & Archaeology",English,,,
1071,Kashmir as a Borderland: The Politics of Space and Belonging,Dr. Antía,Academic & Research,English,,,
1072,Kashmir Conflict,Unknown,Politics & Law,English,,,
1073,Kashmir Conflict: A Study of What Led to the Insurgency,Unknown,Politics & Law,English,,,
1074,Kashmir Conspiracy Case Report No IX,Mirza Mohammad,Government Documents & Reports,English,,,
1075,"Kashmir: History, Politics, Representation",Chitralekha Zutshi,History,English,,,
1076,Kashmir History and Politics 1846-1983 Annotated Bibliography,Unknown,Reference Works,English,,,
1077,Kashmir Information Ministry GOI 1956,GOI,Government Documents & Reports,English,,,
1078,Kashmir in India and Pakistan Policies,Piotr Balcerowicz,Politics & Law,English,,,
1079,Kashmir Mai Urdu,Prof. Abdul Qadir Sarwari,Language & Linguistics,Urdu,,,
1080,Kashmir Media Policy: Accentuating the Curbs,Unknown,Journalism & Media,English,,,
1081,Kashmir Mental Health Survey Report 2015,Unknown,Academic & Research,English,,,
1082,Kashmir Shaiva Mata,B.N. Kalla,Religion & Philosophy,Kashmiri,,,
1083,Kashmir Switched Off Ground Report Sep 2019,Unknown,Human Rights & Conflict,English,,,
1084,Kashmir: The Case for Freedom,"Tariq Ali, Hilal Bhatt, Arundhati Roy",Politics & Law,English,,,
1085,Kashmir: The Challenges to Non-Violent Movement,Ershad Mahmud,Politics & Law,English,,,
1086,Kashmir: The Land of Streams and Solitudes,H.R. Pirie,Travelogue,English,,,
1087,Kashmir: The Undeniable Truth,Unknown,Politics & Law,English,,,
1088,Kashmir Women Empowerment and National Conference,Shahzada Akhter,Politics & Law,English,,,
1089,Katreh Manz Kath,Amin Kamil,Poetry & Literature,Kashmiri,,,
1090,KH Khursheed ki Yadein,Ghulam Rasool Sindhu,Biography/Memoir,Urdu,,,
1091,Khaas Ahsaan,Prof. Margoob Banihaali,Poetry & Literature,Urdu,,,
1092,Kashmir Holocaust,Khalid Hassan,Human Rights & Conflict,English,,,
1093,Shakhs Shair Aur Adeeb,Khalid Bashir Ahmad (Compiled by Jawed Anwar),Biography/Memoir,Urdu,,,
1094,Khalistan & Kashmir: A Tale of Two Conflicts,Unknown,Politics & Law,English,,,
1095,Khayaa Baan Kashmir,Ghulam Nabi Khayal,Poetry & Literature,Urdu,,,
1096,Khayabaan,Qazi Hilal Dilnovi,Poetry & Literature,Urdu,,,
1097,Kashmir Behind the White Curtain,"Khem Lata Wakhlu, O.N. Wakhlu",Politics & Law,English,,,
1098,Kidnapped: 45 Days with Militants in Kashmir,"Khem Lata Wakhlu, O.N. Wakhlu",Biography/Memoir,English,,,
1099,Khush Biye,Manoj Sheeren,Poetry & Literature,Kashmiri,,,
1100,King Lear in Kashmiri,Shakespeare (Translated),Fiction,Kashmiri,,,
1101,"Gul Gulshan Gulfam: A Man, His Houseboats",Pran Kishore,Biography/Memoir,English,,,
1102,Kitab Dareeha,Unknown,Poetry & Literature,Urdu,,,
1103,Knowing in Our Own Ways: Women and Kashmir,Unknown,Academic & Research,English,,,
1104,KP Vol 5 Mar-Apr 1993,Unknown,Journalism & Media,English,,,
1105,KP Vol 6 Jun 1994,Unknown,Journalism & Media,English,,,
1106,KP Vol 6 Nov-Dec 1994,Unknown,Journalism & Media,English,,,
1107,KP Vol 7 Jan-Feb 1995,Unknown,Journalism & Media,English,,,
1108,The Culture of Kashmir,"Krishan Lal Kalla, S.M. Ikbala, Sheikh Mohammad Iqbal","Art, Culture & Archaeology",English,,,
1109,Early Medieval History of Kashmir,Krishna Mohan,History,English,,,
1110,KR Vol 2 Oct 1990,Unknown,Journalism & Media,English,,,
1111,Kuliyaat Rahim Sahab Soopuri,Rahim Sahab Soopuri,Poetry & Literature,Kashmiri,,,
1112,Kuliyaat Rahim Sahab Sopori,Rahim Sahab Sopori,Poetry & Literature,Kashmiri,,,
1113,Kuliyaat-e-Wahab Khaar,Wahab Khaar,Poetry & Literature,Kashmiri,,,
1114,Kuliyat-Rasol-Mir-Seab,Rasul Mir,Poetry & Literature,Kashmiri,,,
1115,Kuliyat-Shamas-Faqir,Shamas Faqir,Poetry & Literature,Kashmiri,,,
1116,Kuliyate Abdul Ahad Nazim,Abdul Ahad Nazim,Poetry & Literature,Urdu,,,
1117,Kuliyati Amir Shah Khawarnameh,Amir Shah,Poetry & Literature,Urdu,,,
1118,Kuliyati Azad,Azad,Poetry & Literature,Kashmiri,,,
1119,Kuliyat Mehmood Gami,Naji Munawwar (Ed.),Poetry & Literature,Kashmiri,,,
1120,Kulliyaat-e-Mahjoor,Mahjoor,Poetry & Literature,Kashmiri,,,
1121,Kulliyat Azad,Azad,Poetry & Literature,Urdu,,,
1122,Kulliyat Sheikh-ul-Alam,Moti Lal Saki (Ed.),Poetry & Literature,Urdu,,,
1123,Kulliyat-e-Samd Mir,Moti Lal Saki (Ed.),Poetry & Literature,Kashmiri,,,
1124,Kulliyat-e-Soch Kral,Soch Kral,Poetry & Literature,Kashmiri,,,
1125,Kundai Shahi Language in AJK,Unknown,Language & Linguistics,English,,,
1126,Kunware Alfaz Ka Jazeera,Vehshi Syed,Poetry & Literature,Urdu,,,
1127,Ladakh: The Wonderland,Teg Bahadur Kapur,Travelogue,English,,,
1128,Lake and River Scouts in Kashmir 1926,Tyndale Biscoe School,Biography/Memoir,English,,,
1129,Lali-sob-Argami,Unknown,Poetry & Literature,Kashmiri,,,
1130,Languages of Erstwhile State of Jammu and Kashmir,Unknown,Language & Linguistics,English,,,
1131,Languages of Northern Pakistan,Unknown,Language & Linguistics,English,,,
1132,"Languages of Belonging: Islam, Regional Identity",Unknown,Academic & Research,English,,,
1133,Laveh Te Praveh (Kashmiri Poems),Amin Kamil,Poetry & Literature,Kashmiri,,,
1134,Laws of Jammu and Kashmir Vol 1945-1977,Unknown,Government Documents & Reports,English,,,
1135,Lenin in Urdu,Vladimir Yakovsky,Biography/Memoir,Urdu,,,
1136,Letters of Maqbool Bhat,Maqbool Bhat,Biography/Memoir,English,,,
1137,The Shape of Things in Kashmir,Prem Nath Bazaz,Politics & Law,English,,,
1138,Lewis Collection,Unknown,Reference Works,English,,,
1139,LFK Biannual Report on Human Rights in Kashmir 2023,LFK,Human Rights & Conflict,English,,,
1140,LFK Final Report May 2024,LFK,Human Rights & Conflict,English,,,
1141,Life of Rishi Peer,Anand Koul,Biography/Memoir,English,,,
1142,Life Sketch of Laleshwari,Anand Koul,Biography/Memoir,English,,,
1143,Life and Works of Allama Anwar Shah Kashmiri,Unknown,Biography/Memoir,English,,,
1144,Life Narratives of Kashmiri Muslims,Hafsa Kanjwal,Academic & Research,English,,,
1145,Light Verbs in Burushaski,Unknown,Language & Linguistics,English,,,
1146,Likhtan Peer Dayan,Abdul Rashid Qureishi,Poetry & Literature,Pahari,,,
1147,LoC: The Line Out of Control,Ather Zia,Politics & Law,English,,,
1148,"Love, Loss, and Longing in Kashmir",Sahba Husain,Journalism & Media,English,,,
1149,Inside Azad Kashmir,Luv Puri,Journalism & Media,English,,,
1150,M'iraj ka Paigam,Syed Ali Geelani,Religion & Philosophy,Urdu,,,
1151,Mad Heart Be Brave: Essays on Poetry of Agha Shahid Ali,Mohammed (Ed.),Poetry & Literature,English,,,
1152,Maej (Mother - Gorky Translation),Maxim Gorky / JK Cultural Academy,Fiction,Kashmiri,,,
1153,Magazy-ul-Nabi Kalan,Unknown,Religion & Philosophy,Kashmiri,,,
1154,Magic Mountain,Eve Orme,Travelogue,English,,,
1155,Maha Raja Ranjeet Singh,Unknown,History,Urdu,,,
1156,Kashmir 1947-1965,Mahomedali Currim Chagla,History,English,,,
1157,Main Kon Hu,Maqbool Bhat,Biography/Memoir,Urdu,,,
1158,Majmua-Dua-e-Subah,Unknown,Religion & Philosophy,Urdu,,,
1159,Jihad-e-Kashmir 1947-48,Major (Retd) Ameer Afzal Khan,History,Urdu,,,
1160,Makateeb-e-Sheikh,Unknown,Religion & Philosophy,Urdu,,,
1161,Maktubaat-e-Hazrat Ameer Kabeer Meer Syed Ali Hamadani,Syed Ali Hamadani,Religion & Philosophy,Urdu,,,
1162,Munnu: A Boy from Kashmir,Malik Sajad,Fiction (Graphic Novel),English,,,
1163,Mallinson Girls School Recipe Book,Unknown,Reference Works,English,,,
1164,Man-Pamposh,Bhawani Bhagyavan Pandit,Poetry & Literature,Kashmiri,,,
1165,Socialist Ideas & Movements in Kashmir 1919-1947,Manzoor Fazili,History,English,,,
1166,Mapping of Kashmir,Unknown,Reference Works,English,,,
1167,Maqbool Bhat Ko Shaheed Karwany Ka Zamadar Kon,Unknown,Politics & Law,Urdu,,,
1168,"Maqbool Bhat: His Life, Struggle and Achievements",Unknown,Biography/Memoir,English,,,
1169,"Kashmir, Ladakh & Zanskar",Margret Schettler & Rolf Schettler,Travelogue,English,,,
1170,Maron Ivan Ilych,Unknown (Tolstoy Translation),Fiction,Kashmiri,,,
1171,Masalah-e-Kashmir aur Operation Balakot,Azam Inqilabi,Politics & Law,Urdu,https://archive.org/details/burzahom-jalta-hua-kashmir,https://archive.org/services/img/burzahom-jalta-hua-kashmir,https://archive.org/download/burzahom-jalta-hua-kashmir/burzahom-jalta-hua-kashmir.pdf
1172,Mathyan Taharan (Pahari),JK Academy,Poetry & Literature,Pahari,,,
1173,Maulvi Namah,Abdul Ahad Zargar,Poetry & Literature,Urdu,,,
1174,Media Propaganda and the Kashmir Dispute,Unknown,Journalism & Media,English,https://archive.org/details/burzahom-contested-lands-india-pakistan-and-the-kashmir-dispute,https://archive.org/services/img/burzahom-contested-lands-india-pakistan-and-the-kashmir-dispute,https://archive.org/download/burzahom-contested-lands-india-pakistan-and-the-kashmir-dispute/burzahom-contested-lands-india-pakistan-and-the-kashmir-dispute.pdf
1175,Mehjoor Naban Bo Naban Tal,Amin Kamil,Poetry & Literature,Kashmiri,,,
1176,Mehjoor Number (Sheeraza),JK Academy,Poetry & Literature,Kashmiri,,,
1177,Mei Chham Aash Pughich: A Dream of Tomorrow,Unknown,Poetry & Literature,Kashmiri,,,
1178,Memoir on Maps Illustrating Ancient Geography of Kashmir,Unknown,History,English,,,
1179,Memories of Jinnah,Unknown,Biography/Memoir,English,,,
1180,Militarization in Kashmir Valley,Duschinski,Academic & Research,English,,,
1181,Military Intervention and Secession in South Asia,Anne Noronha,Politics & Law,English,,,
1182,The Book of Gold Leaves,Mirza Waheed,Fiction,English,,,
1183,The Collaborator,Mirza Waheed,Fiction,English,https://archive.org/details/burzahom-1969-slender-was-the-thread-kashmir-confrontation-194748,https://archive.org/services/img/burzahom-1969-slender-was-the-thread-kashmir-confrontation-194748,https://archive.org/download/burzahom-1969-slender-was-the-thread-kashmir-confrontation-194748/burzahom-1969-slender-was-the-thread-kashmir-confrontation-194748.pdf
1184,"Jaffna Street: Tales of Life, Death, Betrayal and Survival",Mir Khalid,Fiction,English,,,
1185,Mitti Ke Deye,Mushtaq Mendhi,Poetry & Literature,Urdu,,,
1186,Shaoor-e-Farda: Letters of Maqbool Bhat,Mohammad Saeed Asad,Biography/Memoir,Urdu,,,
1187,Modern Education and Rise of Political Consciousness in Kashmir,Unknown,History,English,https://archive.org/details/burzahom-biscoe-in-kashmir,https://archive.org/services/img/burzahom-biscoe-in-kashmir,https://archive.org/download/burzahom-biscoe-in-kashmir/burzahom-biscoe-in-kashmir.pdf
1188,Kashmir in War and Diplomacy,Mohammad Zahid,Politics & Law,English,,,
1189,Framed As a Terrorist: My 14 Year Ordeal,"Mohammad Aamir Khan, Nandita Haksar",Biography/Memoir,English,,,
1190,On the Way to Golden Harvests: Agricultural Reforms,Mohammad Afzal Beg,Politics & Law,English,,,
1191,Kashmir's Transition to Islam: The Role of Muslim Rishis,Mohammad Ishaq Khan,Religion & Philosophy,English,,,
1192,The History of Jammu & Kashmir 1885-1925,Mohammad Saleem Khan,History,English,,,
1193,Sheikh Abdullah - Mridula Sarabhai Correspondence,Mohammad Sheikh Abdullah,History,English,,,
1194,Mohd Tahir Ganie,Unknown,Biography/Memoir,English,,,
1195,Kashmir 1931 se 1977 Tak,Mohiuddin,History,Urdu,,,
1196,"Counterinsurgency, Democracy, and Politics of Identity",Mona Bhan,Politics & Law,English,,,
1197,Monetary System of Ancient Kashmir,Unknown,History,English,,,
1198,Mountain Magic,Eve Orme,Travelogue,English,,,
1199,The Making of Early Kashmir,"Muhammad Ashraf Wani, Aman Ashraf Wani",History,English,,,
1200,Islam in Kashmir: Fourteenth to Sixteenth Century,Muhammad Ashraf Wani,Religion & Philosophy,English,,,
1201,Living Uncertainties,Muhammed,Academic & Research,English,https://archive.org/details/burzahom-living-uncertainties,https://archive.org/services/img/burzahom-living-uncertainties,https://archive.org/download/burzahom-living-uncertainties/burzahom-living-uncertainties.pdf
1202,Death and Sheikh Abdullah,Mukerji,Politics & Law,English,https://archive.org/details/burzahom-death-and-sheikh-abdullah,https://archive.org/services/img/burzahom-death-and-sheikh-abdullah,https://archive.org/download/burzahom-death-and-sheikh-abdullah/burzahom-death-and-sheikh-abdullah.pdf
1203,Mukhtasar Tareekh-e-Kashmir,Amin Pandit,History,Urdu,,,
1204,Jammu and Kashmir Burushaski Language,Munshi Sadaf,Language & Linguistics,English,,,
1205,Muqadama-e-Kashmir,Sardar Abdul Qayyum Khan,Politics & Law,Urdu,,,
1206,Museeki Kashmiri,Unknown,"Art, Culture & Archaeology",Kashmiri,,,
1207,Muslim Life and Rituals (Kashmir),Unknown,Religion & Philosophy,English,https://archive.org/details/burzahom-kashmir,https://archive.org/services/img/burzahom-kashmir,https://archive.org/download/burzahom-kashmir/burzahom-kashmir.pdf
1208,Muslim Religious Trends,Mushtaq Ahmed Wani,Religion & Philosophy,English,https://archive.org/details/burzahom-muslim-religious-trends,https://archive.org/services/img/burzahom-muslim-religious-trends,https://archive.org/download/burzahom-muslim-religious-trends/burzahom-muslim-religious-trends.pdf
1209,Muslim Rule in Kashmir,Wani Nizam'uddin,History,English,https://archive.org/details/burzahom-troubled-kashmir,https://archive.org/services/img/burzahom-troubled-kashmir,https://archive.org/download/burzahom-troubled-kashmir/burzahom-troubled-kashmir.pdf
1210,Muslims in Kashmir 1901-1931,Unknown,History,English,https://archive.org/details/burzahom-1966-crisis-in-kashmir-1947-to-1966,https://archive.org/services/img/burzahom-1966-crisis-in-kashmir-1947-to-1966,https://archive.org/download/burzahom-1966-crisis-in-kashmir-1947-to-1966/burzahom-1966-crisis-in-kashmir-1947-to-1966.pdf
1211,My Seditious Heart,Arundhati Roy,Politics & Law,English,https://archive.org/details/burzahom-my-seditious-heart,https://archive.org/services/img/burzahom-my-seditious-heart,https://archive.org/download/burzahom-my-seditious-heart/burzahom-my-seditious-heart.pdf
1212,My Years with Nehru,B.N. Mullick,Biography/Memoir,English,,,
1213,My Years with Sheikh Abdullah,Ghulam Ahmad,Biography/Memoir,English,,,
1214,My World is Dark: State Violence and Pellet Victims,Unknown,Human Rights & Conflict,English,,,
1215,Naat-Manqabat-Farsi,Unknown,Religion & Philosophy,Farsi,,,
1216,Nagarodasi,Moti Lal Kemmu,Fiction,Kashmiri,,,
1217,Nagar Udase (Historical Play),Moti Lal Kemmu,Fiction,Kashmiri,,,
1218,Nagma-e-Kuhsaar,Unknown,Poetry & Literature,Urdu,,,
1219,Nagmeoat Beath,Dr. Afaq Aziz (Compiled),Poetry & Literature,Urdu,,,
1220,Naima Saab,Unknown,Poetry & Literature,Kashmiri,,,
1221,"Framing Geelani, Hanging Afzal",Nandita Haksar,Politics & Law,English,,,
1222,The Many Faces of Kashmiri Nationalism,Nandita Haksar,Politics & Law,English,,,
1223,Political Awakening in Kashmir,Narinder Singh,History,English,,,
1224,Kashmir: From Crisis to Crises,"Nasir A. Naqash, Ghulam Mohd Shah",Politics & Law,English,,,
1225,Natak Duche,Moti Lal Kemmu,Fiction,Kashmiri,,,
1226,National Movement in Kashmir 1901-1931,Unknown,History,English,https://archive.org/details/burzahom-freedom-movement-in-kashmir-19311940,https://archive.org/services/img/burzahom-freedom-movement-in-kashmir-19311940,https://archive.org/download/burzahom-freedom-movement-in-kashmir-19311940/burzahom-freedom-movement-in-kashmir-19311940.pdf
1227,Nature of Land Rights in Kashmir Under Dogras 1846-1947,Unknown,History,English,https://archive.org/details/burzahom-annual-report-on-human-rights-in-kashmir-2022,https://archive.org/services/img/burzahom-annual-report-on-human-rights-in-kashmir-2022,https://archive.org/download/burzahom-annual-report-on-human-rights-in-kashmir-2022/burzahom-annual-report-on-human-rights-in-kashmir-2022.pdf
1228,Naya Kashmir,Unknown,Politics & Law,English,https://archive.org/details/burzahom-naya-kashmir-new-kashmir-manifesto,https://archive.org/services/img/burzahom-naya-kashmir-new-kashmir-manifesto,https://archive.org/download/burzahom-naya-kashmir-new-kashmir-manifesto/burzahom-naya-kashmir-new-kashmir-manifesto.pdf
1229,Neab 32 - March 2017,Unknown,Journalism & Media,Urdu,,,
1230,Neelam Ghar (First Collection of Poems),Syed Tahir Muzter,Poetry & Literature,Urdu,,,
1231,The Mystic and the Lyric: Four Women Poets from Kashmir,Neerja Mattoo,Poetry & Literature,English,,,
1232,Nehru's Legacy in Kashmir: Why a Plebiscite Never Happened,Unknown,Politics & Law,English,https://archive.org/details/burzahom-king-lear-in-kashmiri,https://archive.org/services/img/burzahom-king-lear-in-kashmiri,https://archive.org/download/burzahom-king-lear-in-kashmiri/burzahom-king-lear-in-kashmiri.pdf
1233,New Guide to Kashmir,R.C. Arora,Travelogue,English,https://archive.org/details/burzahom-inside-kashmir,https://archive.org/services/img/burzahom-inside-kashmir,https://archive.org/download/burzahom-inside-kashmir/burzahom-inside-kashmir.pdf
1234,Nigaristaan Kashmir,Unknown,Poetry & Literature,Urdu,https://archive.org/details/burzahom-1935-moved-on-from-kashgar-to-kashmir,https://archive.org/services/img/burzahom-1935-moved-on-from-kashgar-to-kashmir,https://archive.org/download/burzahom-1935-moved-on-from-kashgar-to-kashmir/burzahom-1935-moved-on-from-kashgar-to-kashmir.pdf
1235,"Remembering, Tracing Epistemic Implications of Feminist",Niharika Pandit,Academic & Research,English,,,
1236,India's Obsession with Kashmir,Nitasha Kaul,Politics & Law,English,,,
1237,Coloniality and Development in Kashmir,Nitasha Kaul,Politics & Law,English,,,
1238,Noor Nama,Mohd Amin Kamil,Poetry & Literature,Urdu,,,
1239,Northern Barrier of Indian Subcontinent,Unknown,History,English,,,
1240,Notes on Monetary System of Ancient Kashmir,Unknown,History,English,,,
1241,Notes on Pilgrimages in Cashmere 1866,Major Newall,Travelogue,English,,,
1242,Nuclear Kashmir,Unknown,Politics & Law,English,https://archive.org/details/burzahom-1953-the-struggle-for-kashmir,https://archive.org/services/img/burzahom-1953-the-struggle-for-kashmir,https://archive.org/download/burzahom-1953-the-struggle-for-kashmir/burzahom-1953-the-struggle-for-kashmir.pdf
1243,Nund Rishi,Dina Nath Nadim,Religion & Philosophy,Kashmiri,,,
1244,Nund Rishi Part 1 (1929),Unknown,Religion & Philosophy,Kashmiri,,,
1245,The Parchment of Kashmir,Nyla Ali Khan,Politics & Law,English,https://archive.org/details/burzahom-free-kashmir,https://archive.org/services/img/burzahom-free-kashmir,https://archive.org/download/burzahom-free-kashmir/burzahom-free-kashmir.pdf
1246,The Life of a Kashmiri Woman: Dialectic of Resistance,Nyla Ali Khan,Biography/Memoir,English,,,
1247,Educational Strategies for Youth Empowerment in Conflict,Nyla Ali Khan,Academic & Research,English,,,
1248,Occupation Not Accession,Unknown,Politics & Law,English,,,
1249,Of Gardens and Graves,Suvir Kaul,Poetry & Literature,English,,,
1250,Of Hills,Tom Ashley Lakeman,Travelogue,English,,,
1251,Of Occupation and Resistance,Fahad Shah,Journalism & Media,English,,,
1252,From Kashmir to Kabul: Photographs of John Burke,Omar Khan,"Art, Culture & Archaeology",English,,,
1253,Modern Kashmiri Grammar,"Omkar N. Koul, Kashi Wali",Language & Linguistics,English,,,
1254,"On Kashmiri Men: Disappearance, Nonbeing, Islam",Unknown,Academic & Research,English,,,
1255,Opinion Khurram,Human Rights Council,Human Rights & Conflict,English,,,
1256,Orientalism and the Invention of Kashmiri Religion(s),Unknown,Academic & Research,English,https://archive.org/details/burzahom-kashmir-prediction,https://archive.org/services/img/burzahom-kashmir-prediction,https://archive.org/download/burzahom-kashmir-prediction/burzahom-kashmir-prediction.pdf
1257,Orientalist Imaginaries of Travels in Kashmir,Unknown,Academic & Research,English,,,
1258,Orphans of Kashmir,Unknown,Human Rights & Conflict,English,,,
1259,Our Real Crime,Yasin Malik,Biography/Memoir,English,https://archive.org/details/burzahom-our-real-crime,https://archive.org/services/img/burzahom-our-real-crime,https://archive.org/download/burzahom-our-real-crime/burzahom-our-real-crime.pdf
1260,Our Path to Freedom and New Kashmir,Sheikh Mohammed Abdullah,Politics & Law,English,,,
1261,Pahadi Afsane Salo Magazine,JK Academy,Fiction,Pahari,,,
1262,Pahras - Tarikhi Te Tehqiqi Maqale,JK Academy,Academic & Research,Pahari,,,
1263,Pakistan's Endgame in Kashmir,Unknown,Politics & Law,English,https://archive.org/details/burzahom-afghan-rule-in-kashmir,https://archive.org/services/img/burzahom-afghan-rule-in-kashmir,https://archive.org/download/burzahom-afghan-rule-in-kashmir/burzahom-afghan-rule-in-kashmir.pdf
1264,Palaeoethnobotany of Kashmir,"G.M. Buth, Maqsooda Khan, Farooq A. Lone",Natural Sciences,English,,,
1265,Kashmir in Chains,Pampori,Politics & Law,English,,,
1266,Panchtarni Annual Number Vol 1 1997-98,Unknown,Poetry & Literature,Kashmiri,,,
1267,Paradise on Fire: Syed Ali Geelani and Freedom Struggle,Unknown,Biography/Memoir,English,,,
1268,Patte Leji Zoon Daras (Kashmiri Poetry),Nisar Azam Farhan,Poetry & Literature,Kashmiri,,,
1269,Peculiar Kashmiri Words,Unknown,Language & Linguistics,English,,,
1270,People's Struggle for Participatory Governance in GB,Unknown,Politics & Law,English,,,
1271,The Indian Ideology,Perry Anderson,Politics & Law,English,https://archive.org/details/burzahom-demystifying-ideology,https://archive.org/services/img/burzahom-demystifying-ideology,https://archive.org/download/burzahom-demystifying-ideology/burzahom-demystifying-ideology.pdf
1272,The Indian Ideology (Second Edition),Perry Anderson,Politics & Law,English,,,
1273,Persian Poetry in Kashmir 1339-1846,Girdhari,Poetry & Literature,English,,,
1274,Pesh Raft,Dr. Premi Rumaani,Poetry & Literature,Urdu,,,
1275,Phalwin Sangar,Janbaz,Poetry & Literature,Urdu,,,
1276,Webster's Kashmiri-English Thesaurus Dictionary,Philip M. Parker,Language & Linguistics,English,,,
1277,Phulwadii,Qazi Hilal Dilnovi,Poetry & Literature,Urdu,,,
1278,Picturesque Kashmir,Arthur Neve,Travelogue,English,https://archive.org/details/burzahom-inside-kashmir,https://archive.org/services/img/burzahom-inside-kashmir,https://archive.org/download/burzahom-inside-kashmir/burzahom-inside-kashmir.pdf
1279,Pieces of Earth: Politics of Land Grabbing in Kashmir,Unknown,Politics & Law,English,,,
1280,Political Violence in South Asia,Unknown,Politics & Law,English,,,
1281,Poonch Revolt,Unknown,History,English,https://archive.org/details/burzahom-hoon,https://archive.org/services/img/burzahom-hoon,https://archive.org/download/burzahom-hoon/burzahom-hoon.pdf
1282,Poshimal,Rasul Mir,Poetry & Literature,Kashmiri,,,
1283,"Postcolonial Nation Making: Warfare, Jihad, Subjectivity",Unknown,Academic & Research,English,,,
1284,Powerful Pawns of Kashmir Conflict: Kashmiri Pandit Migrants,Unknown,Academic & Research,English,https://archive.org/details/burzahom-kashmir-and-tibet,https://archive.org/services/img/burzahom-kashmir-and-tibet,https://archive.org/download/burzahom-kashmir-and-tibet/burzahom-kashmir-and-tibet.pdf
1285,Pragaash: The Dawn (Kashmiri Poems and Ghazals),Ghulam (Author),Poetry & Literature,Kashmiri,,,
1286,Prave Quarterly Journal - Special Issue on Mohi u Din Hajini,Unknown,Poetry & Literature,English,,,
1287,Prehistoric Burials of Kashmir,A.K. Sharma,"Art, Culture & Archaeology",English,,,
1288,Prehistory of Kashmir,"Muhammad Ashraf Wani, Aman Ashraf Wani",History,English,,,
1289,Azad Kashmir: Free Kashmir - A Democratic Socialist,Prem Nath Bazaz,Politics & Law,English,,,
1290,Democracy Through Intimidation and Terror,Prem Nath Bazaz,Politics & Law,English,,,
1291,Story of Kashmir,Prithvi Nath Tikoo,History,English,,,
1292,Profiles of People Killed in 2016,LFK,Human Rights & Conflict,English,,,
1293,Profiling of Human Tragedy in Kashmir,Unknown,Human Rights & Conflict,English,,,
1294,Progressive Literary Movement in Kashmir,Ghulam Nabi Khayal,Academic & Research,English,,,
1295,Prostitution in Kashmir,Unknown,History,English,https://archive.org/details/burzahom-behind-the-iron-curtain-in-kashmir,https://archive.org/services/img/burzahom-behind-the-iron-curtain-in-kashmir,https://archive.org/download/burzahom-behind-the-iron-curtain-in-kashmir/burzahom-behind-the-iron-curtain-in-kashmir.pdf
1296,Protest Photography in Kashmir,Hafsa Kanjwal,"Art, Culture & Archaeology",English,,,
1297,Psychiatric Disorders Among Orphan Kashmiris,Unknown,Academic & Research,English,https://archive.org/details/burzahom-faani-kashmiri,https://archive.org/services/img/burzahom-faani-kashmiri,https://archive.org/download/burzahom-faani-kashmiri/burzahom-faani-kashmiri.pdf
1298,Psychiatric Ward (Novel),Dr. Sohan Koul,Fiction,Urdu,,,
1299,Kashmir Insurgency and After,Puri,Politics & Law,English,https://archive.org/details/burzahom-historical-destiny-of-kashmir-insurgency,https://archive.org/services/img/burzahom-historical-destiny-of-kashmir-insurgency,https://archive.org/download/burzahom-historical-destiny-of-kashmir-insurgency/burzahom-historical-destiny-of-kashmir-insurgency.pdf
1300,Purwaie,Unknown,Poetry & Literature,Urdu,,,
1301,Puth Wanaki Kustoori,Abdul Gani Beigh Athar,Poetry & Literature,Kashmiri,,,
1302,My Life and Times,Qasim,Biography/Memoir,English,,,
1303,Qazi Gulam Mohammad Hayat Aur Fun,Dr. Nusrat Iqbal,Biography/Memoir,Urdu,,,
1304,Qisa-e-Alladin Ka Chirag,Unknown,Fiction,Urdu,,,
1305,Queen Yasovati of Kashmir,Unknown,History,English,,,
1306,Quran Translation (Kashmiri),JK Cultural Academy,Religion & Philosophy,Kashmiri,,,
1307,A History of Sikh Rule in Kashmir 1819-1846,R.K. Parmu,History,English,,,
1308,Kashmir Social and Cultural History,Rabbani,History,English,,,
1309,Paradise at War: A Political History of Kashmir,Radha Kumar,Politics & Law,English,,,
1310,Freedom in Captivity: Negotiations of Belonging,Radhika Gupta,Academic & Research,English,,,
1311,Rage in Kashmir,David Devdas,Journalism & Media,English,,,
1312,Rahim Sopori,Rahim Sopori,Poetry & Literature,Kashmiri,,,
1313,Rahnuma-e-Kashmir,Muhammudin Fauq,Reference Works,Urdu,,,
1314,Raiders in Kashmir,Akbar Khan,History,English,,,
